filename,cellCount,branchSum,junctionSum,endpointSum,avgbranchSum,branchSumCell,junctionSumCell,endpointSumCell,avgbranchSumCell
125_RightCA3_3,51,538,242,299,4.698000000000001,10.549019607843137,4.745098039215686,5.862745098039215,0.09211764705882355
125_RightDG_1a,40,390,175,219,3.940000000000001,9.75,4.375,5.475,0.09850000000000002
125_RightDG_1b,47,248,100,184,4.013999999999999,5.276595744680851,2.127659574468085,3.9148936170212765,0.08540425531914893
125_RightDG_2a,58,392,164,248,4.858999999999999,6.758620689655173,2.8275862068965516,4.275862068965517,0.0837758620689655
125_RightDG_2b,51,405,173,252,4.245000000000001,7.9411764705882355,3.392156862745098,4.9411764705882355,0.08323529411764707
125_RightDG_3a,70,500,216,298,6.177000000000005,7.142857142857143,3.085714285714286,4.257142857142857,0.08824285714285722
125_RightDG_3b,70,469,205,281,5.809000000000001,6.7,2.9285714285714284,4.014285714285714,0.0829857142857143
127_LeftCA1_1,62,697,318,381,6.609000000000001,11.241935483870968,5.129032258064516,6.145161290322581,0.1065967741935484
127_LeftCA1_2,58,627,285,346,5.531000000000001,10.810344827586206,4.913793103448276,5.9655172413793105,0.09536206896551726
127_LeftCA1_3,42,433,189,253,3.654000000000001,10.30952380952381,4.5,6.023809523809524,0.08700000000000002
127_LeftCA3_1,42,241,101,161,4.265999999999999,5.738095238095238,2.4047619047619047,3.8333333333333335,0.10157142857142855
127_LeftCA3_2,56,277,109,209,5.520000000000003,4.946428571428571,1.9464285714285714,3.732142857142857,0.09857142857142863
127_LeftCA3_3,41,203,81,150,3.5190000000000006,4.951219512195122,1.975609756097561,3.658536585365854,0.08582926829268295
127_LeftDG_1a,60,315,128,228,5.272000000000001,5.25,2.1333333333333333,3.8,0.08786666666666669
127_LeftDG_1b,44,288,123,187,4.228999999999999,6.545454545454546,2.7954545454545454,4.25,0.09611363636363635
127_LeftDG_2a,76,513,217,311,6.445999999999996,6.75,2.8552631578947367,4.092105263157895,0.08481578947368416
127_LeftDG_2b,52,239,95,174,4.175999999999999,4.596153846153846,1.8269230769230769,3.3461538461538463,0.08030769230769229
127_LeftDG_3a,41,317,142,185,3.7209999999999996,7.7317073170731705,3.4634146341463414,4.512195121951219,0.09075609756097561
127_LeftDG_3b,49,323,136,205,4.271,6.591836734693878,2.7755102040816326,4.183673469387755,0.08716326530612245
127_RightCA1_1,67,465,201,301,6.196,6.940298507462686,3.0,4.492537313432836,0.09247761194029851
127_RightCA1_2,58,531,237,311,5.564,9.155172413793103,4.086206896551724,5.362068965517241,0.09593103448275862
127_RightCA1_3,46,398,183,219,4.576000000000001,8.652173913043478,3.9782608695652173,4.760869565217392,0.09947826086956525
127_RightCA3_1,47,245,101,176,4.265000000000001,5.212765957446808,2.148936170212766,3.74468085106383,0.09074468085106384
127_RightCA3_2,49,276,112,191,4.571,5.63265306122449,2.2857142857142856,3.8979591836734695,0.09328571428571428
127_RightCA3_3,49,303,126,216,4.491999999999999,6.183673469387755,2.5714285714285716,4.408163265306122,0.09167346938775509
127_RightDG_1a,64,348,143,245,6.032,5.4375,2.234375,3.828125,0.09425
127_RightDG_1b,56,510,226,294,5.746000000000001,9.107142857142858,4.035714285714286,5.25,0.10260714285714288
127_RightDG_2a,52,380,160,233,4.918,7.3076923076923075,3.076923076923077,4.480769230769231,0.09457692307692309
127_RightDG_2b,48,315,137,199,4.513000000000001,6.5625,2.8541666666666665,4.145833333333333,0.09402083333333335
127_RightDG_3a,40,288,122,184,3.7790000000000004,7.2,3.05,4.6,0.094475
127_RightDG_3b,49,288,119,199,5.227000000000001,5.877551020408164,2.4285714285714284,4.061224489795919,0.10667346938775513
150_LeftCA1_1,40,421,193,228,3.4619999999999993,10.525,4.825,5.7,0.08654999999999999
150_LeftCA1_2,35,373,166,200,3.3499999999999996,10.657142857142857,4.742857142857143,5.714285714285714,0.09571428571428571
150_LeftCA1_3,42,377,166,223,3.6120000000000005,8.976190476190476,3.9523809523809526,5.309523809523809,0.08600000000000001
150_LeftCA3_1,46,292,121,194,3.7190000000000003,6.3478260869565215,2.630434782608696,4.217391304347826,0.08084782608695652
150_LeftCA3_2,44,430,191,246,4.212000000000001,9.772727272727273,4.340909090909091,5.590909090909091,0.09572727272727274
150_LeftCA3_3,51,910,426,437,4.801000000000002,17.84313725490196,8.352941176470589,8.568627450980392,0.09413725490196083
150_LeftDG_1a,64,432,181,271,5.079000000000001,6.75,2.828125,4.234375,0.07935937500000001
150_LeftDG_1b,47,325,142,194,3.631,6.914893617021277,3.021276595744681,4.127659574468085,0.07725531914893617
150_LeftDG_2a,40,375,169,205,3.416000000000001,9.375,4.225,5.125,0.08540000000000002
150_LeftDG_2b,43,287,122,183,3.6390000000000002,6.674418604651163,2.8372093023255816,4.255813953488372,0.08462790697674419
150_LeftDG_3a,46,431,192,255,4.128,9.369565217391305,4.173913043478261,5.543478260869565,0.08973913043478261
150_LeftDG_3b,41,413,176,235,3.4930000000000003,10.073170731707316,4.2926829268292686,5.7317073170731705,0.08519512195121952
150_RightCA1_1,58,406,169,263,5.305,7.0,2.913793103448276,4.5344827586206895,0.0914655172413793
150_RightCA1_2,44,239,101,162,3.876999999999999,5.431818181818182,2.2954545454545454,3.6818181818181817,0.08811363636363634
150_RightCA1_3,56,481,212,288,5.2749999999999995,8.589285714285714,3.7857142857142856,5.142857142857143,0.09419642857142856
150_RightCA3_1,51,321,136,212,3.8640000000000003,6.294117647058823,2.6666666666666665,4.1568627450980395,0.07576470588235294
150_RightCA3_2,61,397,167,260,4.895000000000001,6.508196721311475,2.737704918032787,4.262295081967213,0.08024590163934428
150_RightCA3_3,56,445,191,284,4.544999999999999,7.946428571428571,3.4107142857142856,5.071428571428571,0.08116071428571427
150_RightDG_1a,49,343,147,214,3.7619999999999982,7.0,3.0,4.36734693877551,0.07677551020408159
150_RightDG_1b,34,203,90,125,2.3649999999999998,5.970588235294118,2.6470588235294117,3.676470588235294,0.06955882352941176
150_RightDG_2a,51,279,115,196,4.361,5.470588235294118,2.2549019607843137,3.843137254901961,0.08550980392156862
150_RightDG_2b,44,326,137,211,4.125,7.409090909090909,3.1136363636363638,4.795454545454546,0.09375
150_RightDG_3a,62,558,254,317,5.587000000000001,9.0,4.096774193548387,5.112903225806452,0.09011290322580646
150_RightDG_3b,38,284,120,188,3.589,7.473684210526316,3.1578947368421053,4.947368421052632,0.09444736842105263
1_LeftCA1_1,59,752,342,425,7.944999999999999,12.745762711864407,5.796610169491525,7.203389830508475,0.13466101694915253
1_LeftCA1_2,50,626,289,355,6.535999999999999,12.52,5.78,7.1,0.13071999999999998
1_LeftCA1_3,71,1174,545,617,9.565,16.535211267605632,7.676056338028169,8.690140845070422,0.13471830985915492
1_LeftCA3_1,52,616,280,355,7.000999999999999,11.846153846153847,5.384615384615385,6.826923076923077,0.13463461538461535
1_LeftCA3_2,47,611,288,324,6.088000000000002,13.0,6.127659574468085,6.8936170212765955,0.12953191489361707
1_LeftCA3_3,61,986,464,516,8.335000000000003,16.16393442622951,7.60655737704918,8.459016393442623,0.13663934426229513
1_LeftDG_1a,65,698,315,408,7.891000000000002,10.738461538461538,4.846153846153846,6.276923076923077,0.12140000000000002
1_LeftDG_1b,41,453,203,273,6.161999999999998,11.048780487804878,4.951219512195122,6.658536585365853,0.15029268292682924
1_LeftDG_2a,52,693,327,362,7.059,13.326923076923077,6.288461538461538,6.961538461538462,0.13575
1_LeftDG_2b,42,454,206,251,5.423,10.80952380952381,4.904761904761905,5.976190476190476,0.12911904761904763
1_LeftDG_3a,38,598,279,318,5.078999999999998,15.736842105263158,7.342105263157895,8.368421052631579,0.13365789473684206
1_LeftDG_3b,51,546,248,313,6.831999999999997,10.705882352941176,4.862745098039215,6.137254901960785,0.13396078431372543
1_RightCA1_1,61,702,317,402,8.124000000000002,11.508196721311476,5.19672131147541,6.590163934426229,0.1331803278688525
1_RightCA1_2,59,833,383,453,7.473999999999998,14.11864406779661,6.491525423728813,7.677966101694915,0.12667796610169488
1_RightCA1_3,55,764,355,419,7.46,13.89090909090909,6.454545454545454,7.618181818181818,0.13563636363636364
1_RightCA3_1,51,640,293,357,6.7299999999999995,12.549019607843137,5.745098039215686,7.0,0.1319607843137255
1_RightCA3_2,53,637,295,339,6.444000000000001,12.018867924528301,5.566037735849057,6.39622641509434,0.12158490566037737
1_RightCA3_3,47,575,264,322,6.118000000000002,12.23404255319149,5.617021276595745,6.851063829787234,0.1301702127659575
1_RightDG_1a,59,681,312,387,8.120999999999999,11.542372881355933,5.288135593220339,6.559322033898305,0.13764406779661015
1_RightDG_1b,57,597,267,351,8.299000000000003,10.473684210526315,4.684210526315789,6.157894736842105,0.14559649122807022
1_RightDG_2a,57,669,310,360,7.348,11.736842105263158,5.43859649122807,6.315789473684211,0.1289122807017544
1_RightDG_2b,46,468,206,283,6.2200000000000015,10.173913043478262,4.478260869565218,6.1521739130434785,0.13521739130434787
1_RightDG_3a,43,626,291,332,5.436000000000001,14.55813953488372,6.767441860465116,7.72093023255814,0.1264186046511628
1_RightDG_3b,49,563,263,305,6.386,11.489795918367347,5.36734693877551,6.224489795918367,0.1303265306122449
2_LeftCA1_1,49,742,349,401,6.328,15.142857142857142,7.122448979591836,8.183673469387756,0.12914285714285714
2_LeftCA1_2,54,1245,598,613,7.392000000000001,23.055555555555557,11.074074074074074,11.351851851851851,0.13688888888888892
2_LeftCA1_3,54,2146,1058,897,6.102000000000002,39.74074074074074,19.59259259259259,16.61111111111111,0.11300000000000004
2_LeftCA3_1,36,699,326,375,4.920000000000001,19.416666666666668,9.055555555555555,10.416666666666666,0.1366666666666667
2_LeftCA3_2,49,2020,999,884,6.282000000000002,41.224489795918366,20.387755102040817,18.040816326530614,0.1282040816326531
2_LeftCA3_3,51,1568,764,735,6.669999999999998,30.745098039215687,14.980392156862745,14.411764705882353,0.13078431372549015
2_LeftDG_1a,55,1094,517,552,6.331000000000003,19.89090909090909,9.4,10.036363636363637,0.11510909090909097
2_LeftDG_1b,29,422,192,238,3.9519999999999995,14.551724137931034,6.620689655172414,8.206896551724139,0.1362758620689655
2_LeftDG_2a,54,2186,1068,935,6.667,40.48148148148148,19.77777777777778,17.314814814814813,0.12346296296296295
2_LeftDG_2b,49,1275,618,571,5.717000000000002,26.020408163265305,12.612244897959183,11.653061224489797,0.11667346938775515
2_LeftDG_3a,45,1844,909,780,5.497000000000001,40.977777777777774,20.2,17.333333333333332,0.12215555555555557
2_LeftDG_3b,37,662,315,324,4.776,17.89189189189189,8.513513513513514,8.756756756756756,0.12908108108108107
2_RightCA1_1,45,1022,490,499,5.418000000000002,22.711111111111112,10.88888888888889,11.088888888888889,0.12040000000000005
2_RightCA1_2,58,1859,913,836,7.419999999999999,32.05172413793103,15.741379310344827,14.413793103448276,0.1279310344827586
2_RightCA1_3,53,1330,634,645,6.446,25.09433962264151,11.962264150943396,12.169811320754716,0.12162264150943396
2_RightCA3_1,38,1072,513,505,4.885,28.210526315789473,13.5,13.289473684210526,0.12855263157894736
2_RightCA3_2,48,877,419,445,6.876000000000001,18.270833333333332,8.729166666666666,9.270833333333334,0.14325000000000002
2_RightCA3_3,42,1925,965,809,5.064,45.833333333333336,22.976190476190474,19.261904761904763,0.12057142857142858
2_RightDG_1a,34,347,153,214,4.3549999999999995,10.205882352941176,4.5,6.294117647058823,0.12808823529411764
2_RightDG_1b,26,245,109,147,3.0050000000000003,9.423076923076923,4.1923076923076925,5.653846153846154,0.11557692307692309
2_RightDG_2a,53,2021,989,874,6.349,38.132075471698116,18.660377358490567,16.49056603773585,0.11979245283018869
2_RightDG_2b,53,1664,818,740,6.417000000000002,31.39622641509434,15.433962264150944,13.962264150943396,0.12107547169811324
2_RightDG_3a,43,1616,791,714,5.357999999999999,37.58139534883721,18.3953488372093,16.6046511627907,0.12460465116279067
2_RightDG_3b,34,1040,497,500,4.710000000000001,30.58823529411765,14.617647058823529,14.705882352941176,0.1385294117647059
3_LeftCA1_1,56,634,289,357,7.070999999999997,11.321428571428571,5.160714285714286,6.375,0.1262678571428571
3_LeftCA1_2,47,404,177,246,5.388000000000003,8.595744680851064,3.765957446808511,5.23404255319149,0.11463829787234048
3_LeftCA1_3,58,510,224,320,6.727,8.793103448275861,3.8620689655172415,5.517241379310345,0.11598275862068966
3_LeftCA3_1,43,436,194,257,5.263,10.13953488372093,4.511627906976744,5.976744186046512,0.1223953488372093
3_LeftCA3_2,41,262,110,179,5.139999999999999,6.390243902439025,2.682926829268293,4.365853658536586,0.12536585365853656
3_LeftCA3_3,44,400,181,238,5.443000000000001,9.090909090909092,4.113636363636363,5.409090909090909,0.12370454545454548
3_LeftDG_1a,46,464,212,267,5.736000000000001,10.08695652173913,4.608695652173913,5.804347826086956,0.12469565217391305
3_LeftDG_1b,36,314,137,192,5.186000000000001,8.722222222222221,3.8055555555555554,5.333333333333333,0.14405555555555558
3_LeftDG_2a,40,371,162,226,4.748,9.275,4.05,5.65,0.1187
3_LeftDG_2b,31,179,76,122,3.261000000000001,5.774193548387097,2.4516129032258065,3.935483870967742,0.10519354838709681
3_LeftDG_3a,43,354,160,204,5.355,8.232558139534884,3.7209302325581395,4.744186046511628,0.12453488372093025
3_LeftDG_3b,47,308,134,204,5.723999999999999,6.553191489361702,2.851063829787234,4.340425531914893,0.12178723404255318
3_RightCA1_1,66,605,273,353,7.9940000000000015,9.166666666666666,4.136363636363637,5.348484848484849,0.12112121212121214
3_RightCA1_2,45,289,122,199,5.240999999999999,6.4222222222222225,2.7111111111111112,4.4222222222222225,0.11646666666666664
3_RightCA1_3,51,329,138,223,6.173999999999999,6.450980392156863,2.7058823529411766,4.372549019607843,0.12105882352941173
3_RightCA3_1,46,499,224,293,6.648000000000002,10.847826086956522,4.869565217391305,6.369565217391305,0.14452173913043484
3_RightCA3_2,39,198,79,149,4.688999999999999,5.076923076923077,2.0256410256410255,3.8205128205128207,0.12023076923076921
3_RightCA3_3,36,211,88,143,4.105999999999999,5.861111111111111,2.4444444444444446,3.9722222222222223,0.11405555555555552
3_RightDG_1a,59,787,357,432,7.098000000000001,13.338983050847459,6.0508474576271185,7.322033898305085,0.12030508474576272
3_RightDG_1b,50,470,217,265,6.346,9.4,4.34,5.3,0.12692
3_RightDG_2a,35,220,90,147,3.75,6.285714285714286,2.5714285714285716,4.2,0.10714285714285714
3_RightDG_2b,28,172,68,121,2.999999999999999,6.142857142857143,2.4285714285714284,4.321428571428571,0.10714285714285711
3_RightDG_3a,52,440,195,268,6.579000000000002,8.461538461538462,3.75,5.153846153846154,0.12651923076923083
3_RightDG_3b,43,279,119,186,5.632999999999999,6.488372093023256,2.7674418604651163,4.325581395348837,0.13099999999999998
4_LeftCA1_1,57,925,429,474,6.586000000000001,16.228070175438596,7.526315789473684,8.31578947368421,0.11554385964912282
4_LeftCA1_2,48,361,155,236,5.676,7.520833333333333,3.2291666666666665,4.916666666666667,0.11825000000000001
4_LeftCA1_3,47,307,130,209,5.535,6.531914893617022,2.765957446808511,4.446808510638298,0.11776595744680851
4_LeftCA3_1,50,566,252,337,6.587000000000001,11.32,5.04,6.74,0.13174000000000002
4_LeftCA3_2,40,331,143,213,5.1290000000000004,8.275,3.575,5.325,0.128225
4_LeftCA3_3,43,223,88,168,5.750000000000001,5.186046511627907,2.046511627906977,3.9069767441860463,0.13372093023255816
4_LeftDG_1a,89,872,379,534,10.178,9.797752808988765,4.258426966292135,6.0,0.11435955056179777
4_LeftDG_1b,36,373,168,212,4.575000000000002,10.36111111111111,4.666666666666667,5.888888888888889,0.12708333333333338
4_LeftDG_2a,71,504,213,333,8.249000000000002,7.098591549295775,3.0,4.690140845070423,0.11618309859154932
4_LeftDG_2b,28,234,99,146,3.5260000000000002,8.357142857142858,3.5357142857142856,5.214285714285714,0.12592857142857145
4_LeftDG_3a,81,379,149,293,9.445,4.679012345679013,1.8395061728395061,3.617283950617284,0.11660493827160494
4_LeftDG_3b,50,326,139,214,6.318,6.52,2.78,4.28,0.12636
4_RightCA1_1,70,1132,531,583,8.470000000000002,16.17142857142857,7.585714285714285,8.32857142857143,0.12100000000000004
4_RightCA1_2,45,694,326,336,5.018000000000001,15.422222222222222,7.2444444444444445,7.466666666666667,0.11151111111111113
4_RightCA1_3,58,426,182,286,7.422000000000001,7.344827586206897,3.1379310344827585,4.931034482758621,0.12796551724137933
4_RightCA3_1,43,452,208,263,5.962,10.511627906976743,4.837209302325581,6.116279069767442,0.13865116279069767
4_RightCA3_2,50,553,251,321,6.9700000000000015,11.06,5.02,6.42,0.13940000000000002
4_RightCA3_3,34,241,100,167,4.292,7.088235294117647,2.9411764705882355,4.911764705882353,0.12623529411764706
4_RightDG_1a,50,577,262,311,6.053,11.54,5.24,6.22,0.12106
4_RightDG_1b,37,437,203,223,4.519,11.81081081081081,5.486486486486487,6.027027027027027,0.12213513513513514
4_RightDG_2a,40,451,209,244,4.467,11.275,5.225,6.1,0.111675
4_RightDG_2b,31,208,89,133,3.865,6.709677419354839,2.870967741935484,4.290322580645161,0.12467741935483871
4_RightDG_3a,82,390,156,294,8.947000000000001,4.7560975609756095,1.9024390243902438,3.5853658536585367,0.10910975609756099
4_RightDG_3b,32,176,73,128,3.521,5.5,2.28125,4.0,0.11003125
5_LeftCA1_1,45,410,185,243,6.589,9.11111111111111,4.111111111111111,5.4,0.14642222222222223
5_LeftCA1_2,39,334,152,195,5.753999999999999,8.564102564102564,3.8974358974358974,5.0,0.1475384615384615
5_LeftCA1_3,49,434,196,259,5.715999999999999,8.857142857142858,4.0,5.285714285714286,0.11665306122448978
5_LeftCA3_1,30,242,109,141,4.241,8.066666666666666,3.6333333333333333,4.7,0.14136666666666667
5_LeftCA3_2,36,296,130,182,4.667999999999999,8.222222222222221,3.611111111111111,5.055555555555555,0.12966666666666665
5_LeftCA3_3,41,338,152,204,4.79,8.24390243902439,3.707317073170732,4.975609756097561,0.11682926829268293
5_LeftDG_1a,56,423,184,263,7.154000000000001,7.553571428571429,3.2857142857142856,4.696428571428571,0.12775
5_LeftDG_1b,35,368,169,212,4.324,10.514285714285714,4.828571428571428,6.057142857142857,0.12354285714285713
5_LeftDG_2a,42,269,112,176,5.111999999999998,6.404761904761905,2.6666666666666665,4.190476190476191,0.12171428571428568
5_LeftDG_2b,38,251,110,159,5.763000000000001,6.605263157894737,2.8947368421052633,4.184210526315789,0.15165789473684213
5_LeftDG_3a,59,511,226,306,6.945999999999998,8.661016949152541,3.830508474576271,5.186440677966102,0.117728813559322
5_LeftDG_3b,30,293,133,154,4.175,9.766666666666667,4.433333333333334,5.133333333333334,0.13916666666666666
5_RightCA1_1,50,294,122,205,6.133,5.88,2.44,4.1,0.12266
5_RightCA1_2,48,406,185,233,5.8900000000000015,8.458333333333334,3.8541666666666665,4.854166666666667,0.12270833333333336
5_RightCA1_3,44,437,202,239,5.144,9.931818181818182,4.590909090909091,5.431818181818182,0.11690909090909091
5_RightCA3_1,30,157,68,101,3.7639999999999993,5.233333333333333,2.2666666666666666,3.3666666666666667,0.12546666666666664
5_RightCA3_2,41,399,178,229,5.131,9.731707317073171,4.341463414634147,5.585365853658536,0.12514634146341463
5_RightCA3_3,43,481,224,261,5.672000000000001,11.186046511627907,5.209302325581396,6.069767441860465,0.13190697674418606
5_RightDG_1a,62,330,132,236,6.517,5.32258064516129,2.129032258064516,3.806451612903226,0.10511290322580645
5_RightDG_1b,35,225,98,146,4.214000000000001,6.428571428571429,2.8,4.171428571428572,0.12040000000000003
5_RightDG_2a,50,364,162,229,6.282000000000002,7.28,3.24,4.58,0.12564000000000003
5_RightDG_2b,46,399,175,247,5.918000000000001,8.673913043478262,3.8043478260869565,5.369565217391305,0.1286521739130435
5_RightDG_3a,40,423,198,226,5.126000000000001,10.575,4.95,5.65,0.12815000000000004
5_RightDG_3b,32,349,164,191,4.221000000000001,10.90625,5.125,5.96875,0.13190625000000003
7_LeftCA1_1,52,518,237,287,6.236000000000001,9.961538461538462,4.5576923076923075,5.519230769230769,0.11992307692307694
7_LeftCA1_2,55,354,151,222,4.748,6.4363636363636365,2.7454545454545456,4.036363636363636,0.08632727272727272
7_LeftCA1_3,58,489,222,273,6.1469999999999985,8.431034482758621,3.8275862068965516,4.706896551724138,0.10598275862068963
7_LeftCA3_1,51,445,198,252,5.564999999999998,8.72549019607843,3.8823529411764706,4.9411764705882355,0.10911764705882349
7_LeftCA3_2,56,494,222,289,5.359999999999999,8.821428571428571,3.9642857142857144,5.160714285714286,0.09571428571428571
7_LeftCA3_3,46,361,159,222,5.707999999999999,7.8478260869565215,3.4565217391304346,4.826086956521739,0.12408695652173911
7_LeftDG_1a,70,502,221,305,7.342000000000002,7.171428571428572,3.157142857142857,4.357142857142857,0.10488571428571432
7_LeftDG_1b,45,417,185,255,6.658999999999999,9.266666666666667,4.111111111111111,5.666666666666667,0.14797777777777776
7_LeftDG_2a,49,426,187,233,4.381000000000002,8.693877551020408,3.816326530612245,4.755102040816326,0.08940816326530616
7_LeftDG_2b,37,341,149,200,3.4040000000000004,9.216216216216216,4.027027027027027,5.405405405405405,0.09200000000000001
7_LeftDG_3a,77,592,260,356,8.500000000000004,7.688311688311688,3.3766233766233764,4.623376623376624,0.11038961038961044
7_LeftDG_3b,46,412,182,230,4.676,8.956521739130435,3.9565217391304346,5.0,0.10165217391304349
7_RightCA1_1,63,546,241,329,6.7109999999999985,8.666666666666666,3.8253968253968256,5.222222222222222,0.1065238095238095
7_RightCA1_2,53,570,254,317,5.4460000000000015,10.754716981132075,4.7924528301886795,5.981132075471698,0.1027547169811321
7_RightCA1_3,59,748,345,406,6.495,12.677966101694915,5.8474576271186445,6.88135593220339,0.11008474576271186
7_RightCA3_1,45,513,237,267,4.954,11.4,5.266666666666667,5.933333333333334,0.11008888888888889
7_RightCA3_2,41,404,182,218,4.176,9.853658536585366,4.439024390243903,5.317073170731708,0.10185365853658537
7_RightCA3_3,37,218,92,132,3.141,5.891891891891892,2.4864864864864864,3.5675675675675675,0.08489189189189189
7_RightDG_1a,62,464,214,253,6.375000000000001,7.483870967741935,3.4516129032258065,4.080645161290323,0.10282258064516131
7_RightDG_1b,37,235,103,136,3.4219999999999993,6.351351351351352,2.7837837837837838,3.675675675675676,0.09248648648648647
7_RightDG_2a,76,778,344,422,7.332000000000003,10.236842105263158,4.526315789473684,5.552631578947368,0.09647368421052636
7_RightDG_2b,50,295,123,200,4.985,5.9,2.46,4.0,0.09970000000000001
7_RightDG_3a,62,437,189,256,6.018999999999998,7.048387096774194,3.0483870967741935,4.129032258064516,0.0970806451612903
7_RightDG_3b,42,256,108,167,3.6850000000000005,6.095238095238095,2.5714285714285716,3.9761904761904763,0.08773809523809525
32_LeftCA1_1,60,762,350,413,7.783000000000001,12.7,5.833333333333333,6.883333333333334,0.12971666666666667
32_LeftCA1_2,44,224,89,175,5.901999999999999,5.090909090909091,2.022727272727273,3.977272727272727,0.1341363636363636
32_LeftCA1_3,52,363,156,247,6.985,6.980769230769231,3.0,4.75,0.1343269230769231
32_LeftCA3_1,47,682,317,362,5.911,14.51063829787234,6.74468085106383,7.702127659574468,0.1257659574468085
32_LeftCA3_2,35,208,84,154,4.665000000000001,5.942857142857143,2.4,4.4,0.1332857142857143
32_LeftCA3_3,45,434,197,258,5.751,9.644444444444444,4.377777777777778,5.733333333333333,0.1278
32_LeftDG_1a,45,698,323,377,5.918000000000002,15.511111111111111,7.177777777777778,8.377777777777778,0.13151111111111116
32_LeftDG_1b,30,256,117,145,3.591,8.533333333333333,3.9,4.833333333333333,0.1197
32_LeftDG_2a,53,231,89,186,7.3180000000000005,4.3584905660377355,1.679245283018868,3.509433962264151,0.1380754716981132
32_LeftDG_2b,39,209,84,155,5.280000000000001,5.358974358974359,2.1538461538461537,3.9743589743589745,0.1353846153846154
32_LeftDG_3a,46,328,137,226,5.778000000000001,7.130434782608695,2.9782608695652173,4.913043478260869,0.12560869565217395
32_LeftDG_3b,37,368,167,217,4.895999999999999,9.945945945945946,4.513513513513513,5.864864864864865,0.1323243243243243
32_RightCA1_1,54,494,223,304,7.7989999999999995,9.148148148148149,4.12962962962963,5.62962962962963,0.14442592592592593
32_RightCA1_2,57,517,225,328,8.411999999999999,9.070175438596491,3.9473684210526314,5.754385964912281,0.14757894736842103
32_RightCA1_3,50,492,213,310,6.343000000000002,9.84,4.26,6.2,0.12686000000000003
32_RightCA3_1,35,299,134,180,4.887000000000001,8.542857142857143,3.8285714285714287,5.142857142857143,0.13962857142857146
32_RightCA3_2,45,277,116,197,5.874000000000001,6.155555555555556,2.577777777777778,4.377777777777778,0.13053333333333336
32_RightCA3_3,32,291,129,176,4.262,9.09375,4.03125,5.5,0.1331875
32_RightDG_1a,61,656,294,389,7.480000000000001,10.754098360655737,4.819672131147541,6.377049180327869,0.12262295081967216
32_RightDG_1b,28,214,95,132,3.3970000000000002,7.642857142857143,3.392857142857143,4.714285714285714,0.12132142857142858
32_RightDG_2a,66,541,229,361,8.353000000000002,8.196969696969697,3.4696969696969697,5.46969696969697,0.1265606060606061
32_RightDG_2b,32,170,69,125,4.102,5.3125,2.15625,3.90625,0.1281875
32_RightDG_3a,54,862,397,453,6.525000000000001,15.962962962962964,7.351851851851852,8.38888888888889,0.12083333333333336
32_RightDG_3b,42,451,206,262,6.705999999999999,10.738095238095237,4.904761904761905,6.238095238095238,0.15966666666666662
34_LeftCA1_1,47,626,287,355,5.239000000000001,13.319148936170214,6.1063829787234045,7.553191489361702,0.111468085106383
34_LeftCA1_2,55,750,340,422,6.457000000000001,13.636363636363637,6.181818181818182,7.672727272727273,0.11740000000000002
34_LeftCA1_3,57,929,424,504,6.565000000000002,16.29824561403509,7.43859649122807,8.842105263157896,0.11517543859649126
34_LeftCA3_1,45,587,266,326,5.869999999999999,13.044444444444444,5.911111111111111,7.2444444444444445,0.13044444444444442
34_LeftCA3_2,45,587,265,330,5.9830000000000005,13.044444444444444,5.888888888888889,7.333333333333333,0.13295555555555558
34_LeftCA3_3,36,401,182,230,4.368000000000001,11.13888888888889,5.055555555555555,6.388888888888889,0.12133333333333336
34_LeftDG_1a,60,562,250,324,6.817000000000001,9.366666666666667,4.166666666666667,5.4,0.11361666666666669
34_LeftDG_1b,42,365,160,221,4.952,8.69047619047619,3.8095238095238093,5.261904761904762,0.1179047619047619
34_LeftDG_2a,67,1070,495,570,7.917000000000003,15.970149253731343,7.388059701492537,8.507462686567164,0.11816417910447766
34_LeftDG_2b,45,649,298,358,6.194000000000001,14.422222222222222,6.622222222222222,7.955555555555556,0.13764444444444446
34_LeftDG_3a,62,827,380,443,6.649000000000002,13.338709677419354,6.129032258064516,7.145161290322581,0.107241935483871
34_LeftDG_3b,38,413,186,247,4.603999999999999,10.868421052631579,4.894736842105263,6.5,0.12115789473684209
34_RightCA1_1,52,857,406,443,5.990999999999999,16.48076923076923,7.8076923076923075,8.51923076923077,0.11521153846153843
34_RightCA1_2,52,915,428,463,6.167000000000001,17.596153846153847,8.23076923076923,8.903846153846153,0.11859615384615387
34_RightCA1_3,54,767,347,435,6.4799999999999995,14.203703703703704,6.425925925925926,8.055555555555555,0.12
34_RightCA3_1,36,369,167,216,4.425999999999999,10.25,4.638888888888889,6.0,0.12294444444444443
34_RightCA3_2,40,808,385,412,5.374000000000001,20.2,9.625,10.3,0.13435000000000002
34_RightCA3_3,36,334,147,204,5.266,9.277777777777779,4.083333333333333,5.666666666666667,0.14627777777777778
34_RightDG_1a,47,692,319,365,5.712999999999997,14.72340425531915,6.787234042553192,7.76595744680851,0.12155319148936165
34_RightDG_1b,51,786,358,430,6.093999999999999,15.411764705882353,7.019607843137255,8.431372549019608,0.11949019607843137
34_RightDG_2a,54,899,423,457,6.394000000000001,16.64814814814815,7.833333333333333,8.462962962962964,0.11840740740740742
