# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,0,2,0,2,0.036,0,0,0.036
855,444,305,1572,5796,0.111,378,60,0.561
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,6,0.086,0,0,0.086
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,4,0.061,0,0,0.061
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,6,0.086,0,0,0.086
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,13,0.150,0,0,0.150
138,68,51,251,973,0.115,49,15,0.375
1,0,2,0,3,0.046,0,0,0.046
5,2,4,4,14,0.052,2,0,0.111
1,0,2,0,4,0.052,0,0,0.052
6,3,3,10,34,0.092,3,0,0.213
5,2,4,7,23,0.080,2,0,0.186
76,38,29,144,471,0.106,30,7,0.568
9,4,6,13,59,0.101,4,0,0.178
1,0,2,0,13,0.167,0,0,0.167
3,1,3,3,9,0.057,1,0,0.086
3,1,3,3,29,0.134,1,0,0.322
1,0,2,0,5,0.071,0,0,0.071
14,7,7,23,97,0.106,7,0,0.251
5,2,4,6,10,0.048,2,0,0.084
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,8,0.115,0,0,0.115
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,7,0.088,0,0,0.088
1,0,2,0,2,0.036,0,0,0.036
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,2,0.036,0,0,0.036
1,0,2,0,0,0.015,0,0,0.015
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,4,0.052,0,0,0.052
3,1,3,1,24,0.110,1,0,0.159
1,0,2,0,2,0.036,0,0,0.036
79,39,32,142,641,0.127,31,7,0.521
1,0,2,0,0,0.010,0,0,0.010
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,9,0.113,0,0,0.113
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,2,0.036,0,0,0.036
3,1,3,3,18,0.093,1,0,0.148
1,0,2,0,0,0.010,0,0,0.010
