# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,0,2,0,0,0.010,0,0,0.010
44,23,15,84,302,0.113,20,2,0.274
1,0,2,0,3,0.050,0,0,0.050
94,46,39,161,820,0.134,37,7,0.573
1,0,2,0,3,0.055,0,0,0.055
1,0,2,0,7,0.083,0,0,0.083
3,1,3,4,70,0.298,1,0,0.556
1,0,2,0,2,0.040,0,0,0.040
21,9,12,34,144,0.110,6,3,0.442
5,2,4,5,17,0.061,2,0,0.096
5,2,4,5,43,0.120,2,0,0.261
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.010,0,0,0.010
3,1,3,4,6,0.047,1,0,0.050
1,0,2,0,9,0.108,0,0,0.108
1,0,2,0,1,0.029,0,0,0.029
1,0,2,0,20,0.262,0,0,0.262
6,2,4,7,41,0.103,0,2,0.245
7,3,5,6,35,0.078,3,0,0.166
16,8,7,36,117,0.122,7,1,0.264
1,0,2,0,11,0.147,0,0,0.147
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,3,0.050,0,0,0.050
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,2,0.036,0,0,0.036
3,1,3,4,47,0.214,1,0,0.425
1,0,2,0,0,0.010,0,0,0.010
49,26,17,89,274,0.094,23,3,0.226
1,0,2,0,11,0.164,0,0,0.164
1,0,2,0,10,0.128,0,0,0.128
3,1,3,4,16,0.085,1,0,0.102
1,0,2,0,3,0.050,0,0,0.050
1,0,2,0,4,0.065,0,0,0.065
1,0,2,0,5,0.067,0,0,0.067
1,0,2,0,3,0.050,0,0,0.050
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.015,0,0,0.015
24,12,11,36,186,0.117,11,1,0.251
5,2,4,6,12,0.055,2,0,0.109
1,0,2,0,6,0.077,0,0,0.077
1,0,2,0,4,0.056,0,0,0.056
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,9,0.113,0,0,0.113
1,0,2,0,3,0.050,0,0,0.050
5,2,4,5,46,0.131,2,0,0.213
1,0,2,0,15,0.180,0,0,0.180
5,2,4,6,30,0.093,2,0,0.182
1,0,2,0,3,0.059,0,0,0.059
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,2,0.031,0,0,0.031
1,0,2,0,3,0.046,0,0,0.046
1,0,2,0,4,0.056,0,0,0.056
1,0,2,0,7,0.088,0,0,0.088
1,0,2,0,5,0.075,0,0,0.075
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,3,0.050,0,0,0.050
3,1,3,5,16,0.091,1,0,0.132
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,1,0.025,0,0,0.025
4,2,1,3,23,0.087,1,1,0.151
3,1,3,3,12,0.069,1,0,0.075
1,0,2,0,3,0.042,0,0,0.042
1,0,2,0,11,0.151,0,0,0.151
1,0,2,0,2,0.040,0,0,0.040
3,1,3,4,16,0.085,1,0,0.098
12,6,5,22,161,0.184,5,1,0.782
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,2,0.040,0,0,0.040
1,0,2,0,1,0.025,0,0,0.025
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,4,0.069,0,0,0.069
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,0,0.010,0,0,0.010
3,1,3,1,32,0.146,1,0,0.197
121,65,38,218,926,0.120,57,7,0.292
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,2,0.040,0,0,0.040
10,4,7,12,55,0.090,3,1,0.323
3,1,3,4,22,0.119,1,0,0.176
1,0,2,0,10,0.136,0,0,0.136
1,0,2,0,3,0.046,0,0,0.046
1,0,2,0,2,0.036,0,0,0.036
1,0,2,0,0,0.010,0,0,0.010
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,7,0.088,0,0,0.088
5,2,4,5,33,0.101,2,0,0.228
1,0,2,0,5,0.067,0,0,0.067
5,2,4,4,20,0.067,2,0,0.115
0,0,1,0,0,0.000,0,0,0.000
3,1,3,1,33,0.135,1,0,0.257
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,5,0.062,0,0,0.062
1,0,2,0,0,0.010,0,0,0.010
3,1,3,4,10,0.058,1,0,0.082
3,1,3,4,6,0.047,1,0,0.086
1,0,2,0,1,0.025,0,0,0.025
9,4,5,13,37,0.073,3,1,0.184
1,0,2,0,0,0.010,0,0,0.010
3,1,3,4,30,0.145,1,0,0.188
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,22,0.274,0,0,0.274
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,1,0.021,0,0,0.021
