# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
31,14,17,46,200,0.101,11,3,0.386
13,6,8,16,144,0.156,6,0,0.645
0,0,1,0,0,0.000,0,0,0.000
3,1,3,1,20,0.094,1,0,0.184
6,2,5,15,21,0.083,1,1,0.156
1,0,2,0,3,0.046,0,0,0.046
12,6,6,18,71,0.098,6,0,0.245
1,0,2,0,2,0.036,0,0,0.036
3,1,3,1,8,0.041,1,0,0.056
11,5,6,15,36,0.064,4,1,0.188
1,0,2,0,8,0.102,0,0,0.102
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,5,0.067,0,0,0.067
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,8,0.107,0,0,0.107
1,0,2,0,4,0.069,0,0,0.069
6,2,5,10,128,0.281,1,1,0.590
1,0,2,0,3,0.055,0,0,0.055
1,0,2,0,16,0.216,0,0,0.216
1,0,2,0,14,0.174,0,0,0.174
23,13,7,39,178,0.117,13,0,0.532
1,0,2,0,12,0.157,0,0,0.157
1,0,2,0,1,0.029,0,0,0.029
8,3,5,14,15,0.054,2,0,0.077
0,0,1,0,0,0.000,0,0,0.000
0,0,1,0,0,0.000,0,0,0.000
0,0,1,0,0,0.000,0,0,0.000
3,1,3,3,12,0.069,1,0,0.111
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,2,0.044,0,0,0.044
1,0,2,0,4,0.061,0,0,0.061
1,0,2,0,3,0.050,0,0,0.050
1,0,2,0,0,0.010,0,0,0.010
7,3,5,7,14,0.043,3,0,0.101
3,1,3,1,11,0.057,1,0,0.101
4,1,4,6,12,0.069,0,1,0.075
1,0,2,0,2,0.031,0,0,0.031
3,1,3,4,5,0.041,1,0,0.088
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,16,0.199,0,0,0.199
11,5,5,20,60,0.098,4,0,0.169
1,0,2,0,5,0.080,0,0,0.080
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,0,0.015,0,0,0.015
0,0,1,0,0,0.000,0,0,0.000
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.015,0,0,0.015
7,3,4,8,11,0.041,2,1,0.065
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,12,0.153,0,0,0.153
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,4,0.056,0,0,0.056
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,2,0.040,0,0,0.040
1,0,2,0,2,0.040,0,0,0.040
1,0,2,0,0,0.010,0,0,0.010
124,62,50,226,949,0.121,49,11,0.488
1,0,2,0,6,0.082,0,0,0.082
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,4,0.061,0,0,0.061
0,0,1,0,0,0.000,0,0,0.000
5,2,4,7,18,0.068,2,0,0.132
7,3,5,10,59,0.128,3,0,0.315
1,0,2,0,17,0.226,0,0,0.226
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,1,0.029,0,0,0.029
1,0,2,0,2,0.040,0,0,0.040
1,0,2,0,1,0.029,0,0,0.029
1,0,2,0,0,0.010,0,0,0.010
18,9,8,20,97,0.086,8,1,0.270
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,23,0.267,0,0,0.267
1,0,2,0,0,0.010,0,0,0.010
46,23,23,66,331,0.112,23,0,0.600
20,9,10,37,132,0.111,7,1,0.398
1,0,2,0,0,0.015,0,0,0.015
60,29,21,138,274,0.090,19,6,0.222
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,10,0.132,0,0,0.132
1,0,2,0,1,0.021,0,0,0.021
27,13,13,42,180,0.107,11,2,0.239
3,1,3,4,7,0.046,1,0,0.077
1,0,2,0,0,0.010,0,0,0.010
37,20,9,67,293,0.126,15,5,0.484
1,0,2,0,5,0.071,0,0,0.071
1,0,2,0,3,0.055,0,0,0.055
3,1,2,2,6,0.036,0,1,0.071
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,6,0.086,0,0,0.086
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,1,0.021,0,0,0.021
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,7,0.088,0,0,0.088
0,0,1,0,0,0.000,0,0,0.000
