# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,0,2,0,3,0.055,0,0,0.055
60,29,23,110,354,0.101,19,10,0.304
1,0,2,0,1,0.021,0,0,0.021
29,14,16,37,165,0.091,14,0,0.258
3,1,3,3,18,0.094,1,0,0.178
3,1,3,3,5,0.040,1,0,0.056
1,0,2,0,6,0.090,0,0,0.090
54,26,23,89,363,0.110,20,3,0.440
1,0,2,0,1,0.021,0,0,0.021
7,3,5,11,17,0.053,3,0,0.101
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,1,0.029,0,0,0.029
206,104,71,407,1222,0.104,82,17,0.643
1,0,2,0,7,0.096,0,0,0.096
1,0,2,0,3,0.042,0,0,0.042
2,1,1,4,8,0.076,1,0,0.142
1,0,2,0,3,0.055,0,0,0.055
1,0,2,0,3,0.046,0,0,0.046
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,5,0.075,0,0,0.075
1,0,2,0,9,0.121,0,0,0.121
5,2,4,8,22,0.082,2,0,0.111
15,7,7,26,99,0.109,5,2,0.180
2,1,2,7,3,0.053,0,0,0.067
0,0,1,0,0,0.000,0,0,0.000
3,1,3,3,11,0.067,1,0,0.115
1,0,2,0,9,0.117,0,0,0.117
16,7,9,26,119,0.116,5,2,0.307
3,1,3,1,1,0.022,1,0,0.021
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,5,0.062,0,0,0.062
9,4,5,15,54,0.101,3,1,0.251
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,3,0.050,0,0,0.050
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,9,0.117,0,0,0.117
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
3,1,2,2,28,0.130,0,1,0.234
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.010,0,0,0.010
47,24,19,76,349,0.117,21,3,0.508
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,3,0.046,0,0,0.046
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,6,0.090,0,0,0.090
1,0,2,0,3,0.050,0,0,0.050
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,1,0.025,0,0,0.025
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,0,0.015,0,0,0.015
0,0,1,0,0,0.000,0,0,0.000
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,4,0.056,0,0,0.056
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,1,0.029,0,0,0.029
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,1,0.025,0,0,0.025
1,0,2,0,0,0.010,0,0,0.010
1,0,2,0,1,0.021,0,0,0.021
0,0,1,0,0,0.000,0,0,0.000
4,2,2,7,19,0.083,2,0,0.121
1,0,2,0,0,0.015,0,0,0.015
1,0,2,0,5,0.080,0,0,0.080
1,0,2,0,4,0.074,0,0,0.074
67,34,25,125,396,0.102,28,5,0.334
286,150,84,537,1629,0.099,122,20,0.386
1,0,2,0,3,0.046,0,0,0.046
