 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,5,2,4,7,29,0.094,2,0,0.205
2,1,0,2,0,1,0.025,0,0,0.025
3,1,0,2,0,0,0.010,0,0,0.010
4,14,6,9,20,80,0.097,5,1,0.222
5,1,0,2,0,8,0.102,0,0,0.102
6,1,0,2,0,1,0.021,0,0,0.021
7,4,2,2,7,43,0.153,2,0,0.205
8,1,0,2,0,13,0.167,0,0,0.167
9,1,0,2,0,2,0.036,0,0,0.036
10,1,0,2,0,11,0.151,0,0,0.151
11,1,0,2,0,2,0.040,0,0,0.040
12,1,0,2,0,0,0.010,0,0,0.010
13,0,0,1,0,0,0.000,0,0,0.000
14,1,0,2,0,1,0.025,0,0,0.025
15,3,1,3,3,20,0.093,1,0,0.175
16,1,0,2,0,2,0.036,0,0,0.036
17,0,0,1,0,0,0.000,0,0,0.000
18,1,0,2,0,1,0.025,0,0,0.025
19,1,0,2,0,11,0.142,0,0,0.142
20,0,0,1,0,0,0.000,0,0,0.000
21,0,0,1,0,0,0.000,0,0,0.000
22,0,0,1,0,0,0.000,0,0,0.000
23,1,0,2,0,1,0.021,0,0,0.021
24,1,0,2,0,0,0.010,0,0,0.010
25,1,0,2,0,1,0.025,0,0,0.025
26,1,0,2,0,0,0.010,0,0,0.010
27,1,0,2,0,0,0.015,0,0,0.015
28,1,0,2,0,0,0.015,0,0,0.015
29,1,0,2,0,3,0.050,0,0,0.050
30,0,0,1,0,0,0.000,0,0,0.000
31,1,0,2,0,1,0.021,0,0,0.021
32,1,0,2,0,1,0.029,0,0,0.029
33,1,0,2,0,0,0.015,0,0,0.015
34,1,0,2,0,2,0.040,0,0,0.040
35,1,0,2,0,2,0.040,0,0,0.040
36,1,0,2,0,9,0.121,0,0,0.121
37,1,0,2,0,1,0.025,0,0,0.025
38,1,0,2,0,0,0.015,0,0,0.015
39,1,0,2,0,3,0.046,0,0,0.046
40,1,0,2,0,0,0.010,0,0,0.010
41,1,0,2,0,19,0.239,0,0,0.239
42,1,0,2,0,6,0.082,0,0,0.082
43,0,0,1,0,0,0.000,0,0,0.000
44,1,0,2,0,0,0.010,0,0,0.010
45,1,0,2,0,0,0.010,0,0,0.010
46,1,0,2,0,3,0.050,0,0,0.050
47,1,0,2,0,1,0.025,0,0,0.025
48,0,0,1,0,0,0.000,0,0,0.000
49,0,0,1,0,0,0.000,0,0,0.000
50,1,0,2,0,0,0.010,0,0,0.010
51,1,0,2,0,0,0.010,0,0,0.010
52,1,0,2,0,0,0.015,0,0,0.015
53,1,0,2,0,0,0.010,0,0,0.010
54,0,0,1,0,0,0.000,0,0,0.000
55,1,0,2,0,0,0.015,0,0,0.015
56,1,0,2,0,2,0.040,0,0,0.040
57,1,0,2,0,3,0.050,0,0,0.050
58,1,0,2,0,8,0.107,0,0,0.107
59,1,0,2,0,0,0.015,0,0,0.015
60,1,0,2,0,2,0.036,0,0,0.036
61,1,0,2,0,0,0.010,0,0,0.010
62,1,0,2,0,4,0.061,0,0,0.061
63,1,0,2,0,0,0.010,0,0,0.010
64,1,0,2,0,1,0.025,0,0,0.025
65,1,0,2,0,5,0.071,0,0,0.071
66,0,0,1,0,0,0.000,0,0,0.000
67,1,0,2,0,2,0.044,0,0,0.044
68,1,0,2,0,0,0.010,0,0,0.010
69,0,0,1,0,0,0.000,0,0,0.000
70,1,0,2,0,1,0.025,0,0,0.025
71,1,0,2,0,15,0.188,0,0,0.188
72,0,0,1,0,0,0.000,0,0,0.000
73,0,0,1,0,0,0.000,0,0,0.000
74,1,0,2,0,0,0.010,0,0,0.010
75,1,0,2,0,4,0.056,0,0,0.056
76,1,0,2,0,1,0.025,0,0,0.025
77,1,0,2,0,3,0.046,0,0,0.046
78,1,0,2,0,0,0.010,0,0,0.010
79,1,0,2,0,1,0.025,0,0,0.025
80,1,0,2,0,0,0.010,0,0,0.010
81,1,0,2,0,1,0.025,0,0,0.025
82,1,0,2,0,0,0.015,0,0,0.015
83,1,0,2,0,0,0.015,0,0,0.015
84,29,14,14,52,164,0.096,12,2,0.280
85,1,0,2,0,7,0.096,0,0,0.096
86,3,1,3,3,18,0.093,1,0,0.188
87,1,0,2,0,10,0.132,0,0,0.132
88,1,0,2,0,4,0.056,0,0,0.056
89,1,0,2,0,4,0.056,0,0,0.056
90,0,0,1,0,0,0.000,0,0,0.000
91,1,0,2,0,1,0.025,0,0,0.025
92,0,0,1,0,0,0.000,0,0,0.000
93,1,0,2,0,6,0.073,0,0,0.073
94,1,0,2,0,6,0.090,0,0,0.090
95,1,0,2,0,0,0.010,0,0,0.010
96,1,0,2,0,1,0.025,0,0,0.025
97,1,0,2,0,2,0.031,0,0,0.031
98,0,0,1,0,0,0.000,0,0,0.000
99,3,1,3,1,7,0.044,1,0,0.082
100,1,0,2,0,3,0.050,0,0,0.050
101,1,0,2,0,0,0.015,0,0,0.015
102,1,0,2,0,0,0.010,0,0,0.010
103,1,0,2,0,1,0.021,0,0,0.021
104,1,0,2,0,1,0.021,0,0,0.021
105,5,2,4,4,27,0.084,2,0,0.207
106,3,1,1,5,3,0.040,0,0,0.058
107,1,0,2,0,2,0.040,0,0,0.040
108,0,0,1,0,0,0.000,0,0,0.000
109,3,1,3,3,6,0.047,1,0,0.055
110,1,0,2,0,0,0.010,0,0,0.010
111,0,0,1,0,0,0.000,0,0,0.000
112,1,0,2,0,0,0.010,0,0,0.010
113,1,0,2,0,1,0.025,0,0,0.025
114,1,0,2,0,2,0.031,0,0,0.031
115,4,1,3,8,21,0.099,0,0,0.271
116,1,0,2,0,2,0.031,0,0,0.031
117,1,0,2,0,4,0.056,0,0,0.056
118,1,0,2,0,2,0.031,0,0,0.031
119,1,0,2,0,4,0.069,0,0,0.069
120,0,0,1,0,0,0.000,0,0,0.000
121,0,0,1,0,0,0.000,0,0,0.000
122,0,0,1,0,0,0.000,0,0,0.000
123,0,0,1,0,0,0.000,0,0,0.000
124,1,0,2,0,0,0.015,0,0,0.015
125,1,0,2,0,1,0.021,0,0,0.021
126,1,0,2,0,0,0.010,0,0,0.010
127,3,1,3,4,25,0.123,1,0,0.193
128,1,0,2,0,0,0.010,0,0,0.010
129,1,0,2,0,1,0.021,0,0,0.021
130,1,0,2,0,0,0.010,0,0,0.010
131,1,0,2,0,2,0.036,0,0,0.036
132,1,0,2,0,2,0.031,0,0,0.031
133,1,0,2,0,0,0.010,0,0,0.010
134,1,0,2,0,0,0.010,0,0,0.010
135,1,0,2,0,0,0.015,0,0,0.015
136,1,0,2,0,2,0.040,0,0,0.040
137,1,0,2,0,0,0.015,0,0,0.015
138,1,0,2,0,0,0.010,0,0,0.010
139,3,1,3,3,21,0.110,1,0,0.174
140,1,0,2,0,3,0.050,0,0,0.050
141,1,0,2,0,0,0.010,0,0,0.010
142,1,0,2,0,1,0.025,0,0,0.025
143,4,1,4,4,12,0.058,0,1,0.080
144,1,0,2,0,4,0.065,0,0,0.065
145,1,0,2,0,0,0.015,0,0,0.015
146,1,0,2,0,1,0.021,0,0,0.021
147,0,0,1,0,0,0.000,0,0,0.000
148,1,0,2,0,0,0.015,0,0,0.015
149,1,0,2,0,11,0.134,0,0,0.134
150,0,0,1,0,0,0.000,0,0,0.000
151,1,0,2,0,1,0.025,0,0,0.025
152,1,0,2,0,10,0.128,0,0,0.128
153,1,0,2,0,2,0.031,0,0,0.031
154,1,0,2,0,2,0.036,0,0,0.036
155,0,0,1,0,0,0.000,0,0,0.000
156,1,0,2,0,0,0.015,0,0,0.015
157,1,0,2,0,6,0.082,0,0,0.082
158,1,0,2,0,4,0.061,0,0,0.061
159,4,1,3,6,24,0.097,0,0,0.169
160,1,0,2,0,2,0.044,0,0,0.044
161,1,0,2,0,1,0.021,0,0,0.021
162,0,0,1,0,0,0.000,0,0,0.000
163,1,0,2,0,0,0.010,0,0,0.010
164,1,0,2,0,0,0.015,0,0,0.015
165,0,0,1,0,0,0.000,0,0,0.000
166,1,0,2,0,2,0.040,0,0,0.040
167,1,0,2,0,0,0.010,0,0,0.010
168,1,0,2,0,10,0.128,0,0,0.128
169,1,0,2,0,1,0.029,0,0,0.029
170,1,0,2,0,5,0.075,0,0,0.075
171,1,0,2,0,3,0.055,0,0,0.055
172,1,0,2,0,0,0.010,0,0,0.010
173,0,0,1,0,0,0.000,0,0,0.000
174,1,0,2,0,0,0.015,0,0,0.015
175,1,0,2,0,0,0.015,0,0,0.015
176,1,0,2,0,0,0.010,0,0,0.010
177,3,1,3,3,19,0.099,1,0,0.166
178,3,1,3,3,11,0.067,1,0,0.086
179,1,0,2,0,7,0.088,0,0,0.088
180,1,0,2,0,0,0.010,0,0,0.010
181,1,0,2,0,0,0.010,0,0,0.010
182,3,1,3,4,13,0.077,1,0,0.096
183,1,0,2,0,1,0.025,0,0,0.025
184,1,0,2,0,5,0.067,0,0,0.067
185,1,0,2,0,0,0.015,0,0,0.015
186,0,0,1,0,0,0.000,0,0,0.000
187,1,0,2,0,1,0.025,0,0,0.025
188,6,2,5,5,28,0.078,1,1,0.134
189,0,0,1,0,0,0.000,0,0,0.000
190,1,0,2,0,8,0.115,0,0,0.115
191,1,0,2,0,5,0.067,0,0,0.067
192,3,1,3,3,5,0.042,1,0,0.055
193,1,0,2,0,2,0.040,0,0,0.040
194,3,1,3,3,10,0.061,1,0,0.121
195,1,0,2,0,0,0.010,0,0,0.010
196,0,0,1,0,0,0.000,0,0,0.000
197,0,0,1,0,0,0.000,0,0,0.000
198,0,0,1,0,0,0.000,0,0,0.000
199,0,0,1,0,0,0.000,0,0,0.000
200,1,0,2,0,0,0.010,0,0,0.010
201,1,0,2,0,3,0.050,0,0,0.050
202,1,0,2,0,2,0.040,0,0,0.040
203,0,0,1,0,0,0.000,0,0,0.000
204,1,0,2,0,1,0.025,0,0,0.025
205,1,0,2,0,16,0.220,0,0,0.220
206,3,1,3,4,21,0.105,1,0,0.153
207,1,0,2,0,0,0.015,0,0,0.015
208,0,0,1,0,0,0.000,0,0,0.000
209,1,0,2,0,4,0.061,0,0,0.061
210,1,0,2,0,4,0.065,0,0,0.065
211,1,0,2,0,0,0.015,0,0,0.015
212,1,0,2,0,3,0.046,0,0,0.046
213,1,0,2,0,0,0.010,0,0,0.010
214,1,0,2,0,0,0.010,0,0,0.010
215,0,0,1,0,0,0.000,0,0,0.000
216,0,0,1,0,0,0.000,0,0,0.000
217,1,0,2,0,0,0.010,0,0,0.010
218,0,0,1,0,0,0.000,0,0,0.000
219,1,0,2,0,0,0.010,0,0,0.010
220,1,0,2,0,6,0.077,0,0,0.077
221,1,0,2,0,1,0.025,0,0,0.025
222,0,0,1,0,0,0.000,0,0,0.000
223,3,1,3,3,4,0.037,1,0,0.055
224,1,0,2,0,0,0.010,0,0,0.010
225,0,0,1,0,0,0.000,0,0,0.000
226,1,0,2,0,2,0.036,0,0,0.036
227,0,0,1,0,0,0.000,0,0,0.000
