 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,1,0.025,0,0,0.025
2,4,1,3,6,14,0.073,0,0,0.183
3,0,0,1,0,0,0.000,0,0,0.000
4,1,0,2,0,2,0.036,0,0,0.036
5,1,0,2,0,6,0.086,0,0,0.086
6,1,0,2,0,3,0.046,0,0,0.046
7,17,9,6,34,107,0.100,8,1,0.259
8,1,0,2,0,5,0.075,0,0,0.075
9,1,0,2,0,3,0.050,0,0,0.050
10,1,0,2,0,0,0.015,0,0,0.015
11,0,0,1,0,0,0.000,0,0,0.000
12,1,0,2,0,0,0.010,0,0,0.010
13,1,0,2,0,1,0.025,0,0,0.025
14,1,0,2,0,0,0.010,0,0,0.010
15,0,0,1,0,0,0.000,0,0,0.000
16,1,0,2,0,0,0.015,0,0,0.015
17,1,0,2,0,1,0.021,0,0,0.021
18,0,0,1,0,0,0.000,0,0,0.000
19,1,0,2,0,0,0.010,0,0,0.010
20,3,1,2,2,31,0.134,0,1,0.311
21,1,0,2,0,1,0.021,0,0,0.021
22,1,0,2,0,3,0.050,0,0,0.050
23,1,0,2,0,4,0.056,0,0,0.056
24,0,0,1,0,0,0.000,0,0,0.000
25,0,0,1,0,0,0.000,0,0,0.000
26,1,0,2,0,0,0.015,0,0,0.015
27,1,0,2,0,1,0.021,0,0,0.021
28,1,0,2,0,0,0.015,0,0,0.015
29,1,0,2,0,1,0.021,0,0,0.021
30,1,0,2,0,0,0.010,0,0,0.010
31,1,0,2,0,0,0.015,0,0,0.015
32,1,0,2,0,3,0.050,0,0,0.050
33,1,0,2,0,9,0.113,0,0,0.113
34,1,0,2,0,0,0.010,0,0,0.010
35,0,0,1,0,0,0.000,0,0,0.000
36,1,0,2,0,5,0.071,0,0,0.071
37,1,0,2,0,1,0.025,0,0,0.025
38,0,0,1,0,0,0.000,0,0,0.000
39,1,0,2,0,2,0.036,0,0,0.036
40,1,0,2,0,1,0.025,0,0,0.025
41,1,0,2,0,0,0.010,0,0,0.010
42,5,2,3,6,23,0.075,1,1,0.201
43,1,0,2,0,0,0.015,0,0,0.015
44,1,0,2,0,4,0.061,0,0,0.061
45,1,0,2,0,2,0.040,0,0,0.040
46,1,0,2,0,0,0.010,0,0,0.010
47,0,0,1,0,0,0.000,0,0,0.000
48,1,0,2,0,2,0.036,0,0,0.036
49,1,0,2,0,1,0.021,0,0,0.021
50,1,0,2,0,0,0.015,0,0,0.015
51,1,0,2,0,10,0.140,0,0,0.140
52,0,0,1,0,0,0.000,0,0,0.000
53,1,0,2,0,1,0.025,0,0,0.025
54,1,0,2,0,1,0.025,0,0,0.025
55,1,0,2,0,14,0.174,0,0,0.174
56,1,0,2,0,0,0.010,0,0,0.010
57,1,0,2,0,1,0.025,0,0,0.025
58,0,0,1,0,0,0.000,0,0,0.000
