 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,2,0.040,0,0,0.040
2,1,0,2,0,2,0.036,0,0,0.036
3,1,0,2,0,2,0.036,0,0,0.036
4,1,0,2,0,8,0.120,0,0,0.120
5,1,0,2,0,0,0.010,0,0,0.010
6,0,0,1,0,0,0.000,0,0,0.000
7,1,0,2,0,5,0.075,0,0,0.075
8,1,0,2,0,0,0.015,0,0,0.015
9,1,0,2,0,4,0.061,0,0,0.061
10,1,0,2,0,2,0.031,0,0,0.031
11,0,0,1,0,0,0.000,0,0,0.000
12,0,0,1,0,0,0.000,0,0,0.000
13,1,0,2,0,17,0.218,0,0,0.218
14,1,0,2,0,0,0.010,0,0,0.010
15,1,0,2,0,0,0.010,0,0,0.010
16,3,1,3,4,2,0.029,1,0,0.052
17,1,0,2,0,1,0.021,0,0,0.021
18,1,0,2,0,1,0.021,0,0,0.021
19,0,0,1,0,0,0.000,0,0,0.000
20,1,0,2,0,4,0.061,0,0,0.061
21,1,0,2,0,0,0.010,0,0,0.010
22,0,0,1,0,0,0.000,0,0,0.000
23,12,5,8,18,124,0.151,4,1,0.291
24,1,0,2,0,10,0.132,0,0,0.132
25,0,0,1,0,0,0.000,0,0,0.000
26,1,0,2,0,0,0.015,0,0,0.015
27,1,0,2,0,1,0.025,0,0,0.025
28,1,0,2,0,3,0.055,0,0,0.055
29,1,0,2,0,0,0.010,0,0,0.010
30,1,0,2,0,0,0.010,0,0,0.010
31,1,0,2,0,0,0.010,0,0,0.010
32,1,0,2,0,7,0.096,0,0,0.096
33,1,0,2,0,1,0.021,0,0,0.021
34,1,0,2,0,3,0.050,0,0,0.050
35,1,0,2,0,4,0.065,0,0,0.065
36,1,0,2,0,0,0.010,0,0,0.010
37,1,0,2,0,1,0.025,0,0,0.025
38,0,0,1,0,0,0.000,0,0,0.000
39,3,1,3,1,5,0.035,1,0,0.044
40,1,0,2,0,4,0.061,0,0,0.061
41,3,1,3,4,28,0.135,1,0,0.320
42,1,0,2,0,8,0.124,0,0,0.124
43,1,0,2,0,6,0.090,0,0,0.090
44,1,0,2,0,0,0.010,0,0,0.010
45,1,0,2,0,0,0.015,0,0,0.015
46,0,0,1,0,0,0.000,0,0,0.000
47,0,0,1,0,0,0.000,0,0,0.000
48,1,0,2,0,2,0.036,0,0,0.036
49,1,0,2,0,3,0.046,0,0,0.046
50,1,0,2,0,6,0.094,0,0,0.094
51,1,0,2,0,0,0.010,0,0,0.010
52,0,0,1,0,0,0.000,0,0,0.000
53,1,0,2,0,1,0.025,0,0,0.025
54,1,0,2,0,3,0.042,0,0,0.042
55,0,0,1,0,0,0.000,0,0,0.000
56,0,0,1,0,0,0.000,0,0,0.000
57,1,0,2,0,2,0.040,0,0,0.040
58,1,0,2,0,1,0.025,0,0,0.025
59,1,0,2,0,0,0.015,0,0,0.015
60,1,0,2,0,4,0.061,0,0,0.061
61,1,0,2,0,12,0.148,0,0,0.148
62,1,0,2,0,1,0.025,0,0,0.025
63,0,0,1,0,0,0.000,0,0,0.000
64,1,0,2,0,1,0.021,0,0,0.021
65,1,0,2,0,2,0.044,0,0,0.044
66,1,0,2,0,1,0.021,0,0,0.021
67,1,0,2,0,1,0.021,0,0,0.021
68,1,0,2,0,0,0.010,0,0,0.010
69,1,0,2,0,1,0.029,0,0,0.029
70,1,0,2,0,1,0.025,0,0,0.025
71,5,2,4,8,16,0.065,2,0,0.096
72,1,0,2,0,1,0.021,0,0,0.021
73,1,0,2,0,1,0.029,0,0,0.029
74,1,0,2,0,0,0.010,0,0,0.010
75,1,0,2,0,1,0.029,0,0,0.029
76,1,0,2,0,0,0.015,0,0,0.015
77,1,0,2,0,0,0.010,0,0,0.010
78,1,0,2,0,3,0.050,0,0,0.050
79,1,0,2,0,1,0.025,0,0,0.025
80,0,0,1,0,0,0.000,0,0,0.000
81,1,0,2,0,2,0.031,0,0,0.031
82,1,0,2,0,3,0.042,0,0,0.042
