 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,3,0.046,0,0,0.046
2,1,0,2,0,2,0.036,0,0,0.036
3,1,0,2,0,6,0.090,0,0,0.090
4,6,2,5,11,36,0.107,1,1,0.224
5,1,0,2,0,6,0.086,0,0,0.086
6,1,0,2,0,14,0.182,0,0,0.182
7,16,7,10,24,77,0.086,6,1,0.224
8,1,0,2,0,4,0.061,0,0,0.061
9,1,0,2,0,11,0.151,0,0,0.151
10,1,0,2,0,5,0.071,0,0,0.071
11,3,1,3,4,29,0.134,1,0,0.167
12,0,0,1,0,0,0.000,0,0,0.000
13,1,0,2,0,1,0.021,0,0,0.021
14,0,0,1,0,0,0.000,0,0,0.000
15,0,0,1,0,0,0.000,0,0,0.000
16,0,0,1,0,0,0.000,0,0,0.000
17,1,0,2,0,0,0.010,0,0,0.010
18,1,0,2,0,8,0.102,0,0,0.102
19,1,0,2,0,1,0.021,0,0,0.021
20,3,1,3,1,6,0.038,1,0,0.059
21,0,0,1,0,0,0.000,0,0,0.000
22,9,3,6,16,41,0.091,1,1,0.185
23,0,0,1,0,0,0.000,0,0,0.000
24,1,0,2,0,1,0.025,0,0,0.025
25,1,0,2,0,3,0.046,0,0,0.046
26,1,0,2,0,3,0.046,0,0,0.046
27,1,0,2,0,0,0.015,0,0,0.015
28,1,0,2,0,2,0.040,0,0,0.040
29,1,0,2,0,4,0.069,0,0,0.069
30,3,1,3,3,14,0.083,1,0,0.199
31,1,0,2,0,0,0.010,0,0,0.010
32,1,0,2,0,1,0.021,0,0,0.021
33,1,0,2,0,0,0.015,0,0,0.015
34,1,0,2,0,1,0.021,0,0,0.021
35,0,0,1,0,0,0.000,0,0,0.000
36,0,0,1,0,0,0.000,0,0,0.000
37,1,0,2,0,10,0.145,0,0,0.145
38,1,0,2,0,0,0.010,0,0,0.010
39,1,0,2,0,0,0.015,0,0,0.015
40,1,0,2,0,0,0.015,0,0,0.015
41,1,0,2,0,1,0.021,0,0,0.021
42,1,0,2,0,1,0.021,0,0,0.021
43,14,7,6,18,85,0.097,6,1,0.421
44,1,0,2,0,0,0.010,0,0,0.010
45,3,1,3,4,9,0.061,1,0,0.082
46,0,0,1,0,0,0.000,0,0,0.000
47,1,0,2,0,7,0.088,0,0,0.088
48,1,0,2,0,6,0.094,0,0,0.094
49,0,0,1,0,0,0.000,0,0,0.000
50,1,0,2,0,22,0.296,0,0,0.296
51,1,0,2,0,0,0.010,0,0,0.010
52,0,0,1,0,0,0.000,0,0,0.000
53,1,0,2,0,1,0.025,0,0,0.025
54,0,0,1,0,0,0.000,0,0,0.000
55,1,0,2,0,0,0.010,0,0,0.010
56,1,0,2,0,8,0.120,0,0,0.120
57,11,5,7,21,34,0.063,5,0,0.115
58,0,0,1,0,0,0.000,0,0,0.000
59,1,0,2,0,1,0.025,0,0,0.025
60,1,0,2,0,4,0.061,0,0,0.061
61,1,0,2,0,0,0.015,0,0,0.015
62,1,0,2,0,1,0.029,0,0,0.029
63,3,1,3,3,6,0.043,1,0,0.061
64,1,0,2,0,1,0.021,0,0,0.021
65,1,0,2,0,0,0.010,0,0,0.010
66,1,0,2,0,1,0.025,0,0,0.025
67,1,0,2,0,5,0.071,0,0,0.071
68,7,3,5,7,51,0.106,3,0,0.180
69,1,0,2,0,1,0.029,0,0,0.029
70,1,0,2,0,8,0.124,0,0,0.124
71,1,0,2,0,6,0.090,0,0,0.090
72,1,0,2,0,0,0.010,0,0,0.010
73,6,2,5,6,63,0.153,1,1,0.412
74,1,0,2,0,4,0.056,0,0,0.056
75,1,0,2,0,9,0.117,0,0,0.117
76,1,0,2,0,14,0.178,0,0,0.178
77,1,0,2,0,0,0.010,0,0,0.010
78,1,0,2,0,2,0.036,0,0,0.036
79,1,0,2,0,9,0.126,0,0,0.126
80,3,1,3,4,28,0.133,1,0,0.350
81,1,0,2,0,4,0.069,0,0,0.069
82,1,0,2,0,0,0.010,0,0,0.010
83,1,0,2,0,1,0.025,0,0,0.025
84,1,0,2,0,0,0.010,0,0,0.010
85,3,1,3,4,18,0.096,1,0,0.130
86,0,0,1,0,0,0.000,0,0,0.000
87,6,3,3,9,27,0.082,3,0,0.140
88,1,0,2,0,0,0.010,0,0,0.010
89,1,0,2,0,0,0.010,0,0,0.010
90,1,0,2,0,0,0.015,0,0,0.015
91,0,0,1,0,0,0.000,0,0,0.000
92,1,0,2,0,1,0.029,0,0,0.029
93,1,0,2,0,1,0.021,0,0,0.021
94,1,0,2,0,0,0.010,0,0,0.010
95,0,0,1,0,0,0.000,0,0,0.000
96,1,0,2,0,1,0.021,0,0,0.021
97,0,0,1,0,0,0.000,0,0,0.000
98,1,0,2,0,5,0.075,0,0,0.075
99,1,0,2,0,3,0.050,0,0,0.050
100,1,0,2,0,13,0.172,0,0,0.172
101,0,0,1,0,0,0.000,0,0,0.000
102,1,0,2,0,0,0.010,0,0,0.010
103,1,0,2,0,2,0.036,0,0,0.036
104,1,0,2,0,3,0.050,0,0,0.050
105,0,0,1,0,0,0.000,0,0,0.000
106,1,0,2,0,1,0.025,0,0,0.025
107,0,0,1,0,0,0.000,0,0,0.000
108,1,0,2,0,0,0.010,0,0,0.010
109,3,1,3,3,12,0.073,1,0,0.130
110,1,0,2,0,6,0.082,0,0,0.082
111,0,0,1,0,0,0.000,0,0,0.000
112,1,0,2,0,1,0.025,0,0,0.025
113,0,0,1,0,0,0.000,0,0,0.000
114,1,0,2,0,1,0.025,0,0,0.025
115,1,0,2,0,2,0.036,0,0,0.036
116,0,0,1,0,0,0.000,0,0,0.000
117,1,0,2,0,3,0.050,0,0,0.050
118,1,0,2,0,0,0.015,0,0,0.015
119,1,0,2,0,4,0.061,0,0,0.061
120,0,0,1,0,0,0.000,0,0,0.000
121,1,0,2,0,1,0.029,0,0,0.029
122,1,0,2,0,0,0.010,0,0,0.010
123,0,0,1,0,0,0.000,0,0,0.000
124,1,0,2,0,0,0.015,0,0,0.015
125,7,3,5,11,38,0.090,3,0,0.176
126,1,0,2,0,1,0.025,0,0,0.025
127,1,0,2,0,0,0.010,0,0,0.010
128,1,0,2,0,20,0.253,0,0,0.253
129,3,1,3,3,0,0.022,1,0,0.025
130,1,0,2,0,3,0.042,0,0,0.042
131,1,0,2,0,1,0.021,0,0,0.021
132,1,0,2,0,0,0.015,0,0,0.015
133,1,0,2,0,0,0.010,0,0,0.010
134,5,2,3,6,12,0.048,1,1,0.109
135,1,0,2,0,12,0.174,0,0,0.174
136,1,0,2,0,0,0.015,0,0,0.015
137,1,0,2,0,0,0.015,0,0,0.015
138,3,1,3,3,30,0.140,1,0,0.228
139,0,0,1,0,0,0.000,0,0,0.000
140,1,0,2,0,0,0.010,0,0,0.010
141,1,0,2,0,3,0.046,0,0,0.046
142,1,0,2,0,3,0.050,0,0,0.050
143,0,0,1,0,0,0.000,0,0,0.000
144,1,0,2,0,1,0.025,0,0,0.025
145,1,0,2,0,2,0.044,0,0,0.044
146,3,1,3,4,13,0.082,1,0,0.180
147,8,4,4,21,38,0.099,2,1,0.180
148,0,0,1,0,0,0.000,0,0,0.000
149,1,0,2,0,3,0.050,0,0,0.050
150,1,0,2,0,0,0.010,0,0,0.010
151,1,0,2,0,2,0.031,0,0,0.031
152,1,0,2,0,1,0.021,0,0,0.021
153,1,0,2,0,1,0.025,0,0,0.025
154,1,0,2,0,1,0.025,0,0,0.025
155,1,0,2,0,0,0.010,0,0,0.010
156,1,0,2,0,0,0.010,0,0,0.010
157,1,0,2,0,1,0.025,0,0,0.025
158,1,0,2,0,0,0.015,0,0,0.015
159,1,0,2,0,1,0.025,0,0,0.025
160,0,0,1,0,0,0.000,0,0,0.000
161,1,0,2,0,0,0.010,0,0,0.010
162,1,0,2,0,2,0.040,0,0,0.040
163,3,1,3,1,6,0.043,1,0,0.055
164,1,0,2,0,1,0.029,0,0,0.029
165,0,0,1,0,0,0.000,0,0,0.000
166,0,0,1,0,0,0.000,0,0,0.000
167,0,0,1,0,0,0.000,0,0,0.000
168,1,0,2,0,1,0.025,0,0,0.025
169,1,0,2,0,0,0.015,0,0,0.015
170,1,0,2,0,1,0.025,0,0,0.025
171,1,0,2,0,1,0.025,0,0,0.025
172,1,0,2,0,1,0.025,0,0,0.025
173,1,0,2,0,0,0.015,0,0,0.015
174,1,0,2,0,0,0.010,0,0,0.010
175,1,0,2,0,1,0.025,0,0,0.025
176,1,0,2,0,5,0.067,0,0,0.067
177,1,0,2,0,2,0.036,0,0,0.036
178,0,0,1,0,0,0.000,0,0,0.000
179,1,0,2,0,2,0.036,0,0,0.036
180,1,0,2,0,6,0.090,0,0,0.090
181,1,0,2,0,2,0.040,0,0,0.040
182,4,2,3,12,17,0.086,1,0,0.193
183,1,0,2,0,1,0.025,0,0,0.025
184,0,0,1,0,0,0.000,0,0,0.000
185,1,0,2,0,0,0.015,0,0,0.015
186,1,0,2,0,8,0.107,0,0,0.107
187,0,0,1,0,0,0.000,0,0,0.000
188,1,0,2,0,2,0.031,0,0,0.031
189,1,0,2,0,2,0.036,0,0,0.036
190,1,0,2,0,0,0.010,0,0,0.010
191,1,0,2,0,5,0.071,0,0,0.071
192,0,0,1,0,0,0.000,0,0,0.000
193,3,1,3,4,26,0.128,1,0,0.155
194,1,0,2,0,12,0.148,0,0,0.148
195,1,0,2,0,0,0.010,0,0,0.010
196,1,0,2,0,5,0.067,0,0,0.067
197,1,0,2,0,12,0.170,0,0,0.170
198,1,0,2,0,1,0.025,0,0,0.025
199,1,0,2,0,1,0.021,0,0,0.021
200,1,0,2,0,12,0.148,0,0,0.148
201,1,0,2,0,0,0.015,0,0,0.015
202,1,0,2,0,0,0.010,0,0,0.010
203,7,3,4,12,36,0.092,2,1,0.174
204,1,0,2,0,1,0.029,0,0,0.029
205,1,0,2,0,7,0.105,0,0,0.105
206,1,0,2,0,1,0.021,0,0,0.021
207,1,0,2,0,0,0.015,0,0,0.015
208,1,0,2,0,8,0.107,0,0,0.107
209,1,0,2,0,1,0.021,0,0,0.021
210,1,0,2,0,1,0.025,0,0,0.025
211,1,0,2,0,1,0.025,0,0,0.025
212,1,0,2,0,1,0.025,0,0,0.025
213,0,0,1,0,0,0.000,0,0,0.000
214,1,0,2,0,1,0.025,0,0,0.025
215,1,0,2,0,0,0.010,0,0,0.010
216,1,0,2,0,0,0.010,0,0,0.010
217,1,0,2,0,10,0.123,0,0,0.123
218,0,0,1,0,0,0.000,0,0,0.000
219,1,0,2,0,3,0.055,0,0,0.055
220,1,0,2,0,3,0.050,0,0,0.050
221,1,0,2,0,1,0.025,0,0,0.025
