 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,2,0.036,0,0,0.036
2,6,3,3,10,31,0.088,3,0,0.157
3,1,0,2,0,2,0.044,0,0,0.044
4,1,0,2,0,0,0.015,0,0,0.015
5,1,0,2,0,1,0.025,0,0,0.025
6,0,0,1,0,0,0.000,0,0,0.000
7,1,0,2,0,12,0.153,0,0,0.153
8,1,0,2,0,1,0.025,0,0,0.025
9,1,0,2,0,3,0.046,0,0,0.046
10,1,0,2,0,0,0.010,0,0,0.010
11,1,0,2,0,1,0.029,0,0,0.029
12,1,0,2,0,1,0.029,0,0,0.029
13,1,0,2,0,0,0.010,0,0,0.010
14,1,0,2,0,0,0.015,0,0,0.015
15,1,0,2,0,20,0.253,0,0,0.253
16,1,0,2,0,13,0.176,0,0,0.176
17,1,0,2,0,1,0.021,0,0,0.021
18,1,0,2,0,0,0.015,0,0,0.015
19,0,0,1,0,0,0.000,0,0,0.000
20,1,0,2,0,1,0.025,0,0,0.025
21,1,0,2,0,3,0.046,0,0,0.046
22,1,0,2,0,1,0.025,0,0,0.025
23,0,0,1,0,0,0.000,0,0,0.000
24,1,0,2,0,2,0.031,0,0,0.031
25,1,0,2,0,8,0.111,0,0,0.111
26,1,0,2,0,1,0.021,0,0,0.021
27,1,0,2,0,0,0.010,0,0,0.010
28,0,0,1,0,0,0.000,0,0,0.000
29,1,0,2,0,1,0.021,0,0,0.021
30,1,0,2,0,15,0.188,0,0,0.188
31,1,0,2,0,0,0.015,0,0,0.015
32,1,0,2,0,1,0.025,0,0,0.025
33,1,0,2,0,0,0.010,0,0,0.010
34,3,1,3,4,24,0.123,1,0,0.147
35,1,0,2,0,1,0.025,0,0,0.025
36,1,0,2,0,4,0.056,0,0,0.056
37,0,0,1,0,0,0.000,0,0,0.000
38,1,0,2,0,0,0.015,0,0,0.015
