 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,10,0.123,0,0,0.123
2,7,3,4,7,40,0.085,2,1,0.190
3,0,0,1,0,0,0.000,0,0,0.000
4,1,0,2,0,1,0.021,0,0,0.021
5,1,0,2,0,0,0.010,0,0,0.010
6,1,0,2,0,0,0.010,0,0,0.010
7,1,0,2,0,6,0.086,0,0,0.086
8,0,0,1,0,0,0.000,0,0,0.000
9,1,0,2,0,2,0.036,0,0,0.036
10,0,0,1,0,0,0.000,0,0,0.000
11,1,0,2,0,1,0.025,0,0,0.025
12,1,0,2,0,0,0.010,0,0,0.010
13,1,0,2,0,0,0.015,0,0,0.015
14,1,0,2,0,5,0.067,0,0,0.067
15,1,0,2,0,11,0.151,0,0,0.151
16,1,0,2,0,10,0.128,0,0,0.128
17,0,0,1,0,0,0.000,0,0,0.000
18,1,0,2,0,1,0.021,0,0,0.021
19,1,0,2,0,1,0.025,0,0,0.025
20,1,0,2,0,0,0.010,0,0,0.010
21,1,0,2,0,0,0.015,0,0,0.015
22,1,0,2,0,8,0.115,0,0,0.115
23,1,0,2,0,2,0.031,0,0,0.031
24,5,2,4,8,31,0.099,2,0,0.169
25,1,0,2,0,1,0.021,0,0,0.021
26,1,0,2,0,12,0.157,0,0,0.157
27,1,0,2,0,3,0.046,0,0,0.046
28,1,0,2,0,0,0.015,0,0,0.015
29,1,0,2,0,0,0.015,0,0,0.015
30,1,0,2,0,2,0.040,0,0,0.040
31,0,0,1,0,0,0.000,0,0,0.000
32,0,0,1,0,0,0.000,0,0,0.000
33,1,0,2,0,6,0.082,0,0,0.082
34,1,0,2,0,2,0.040,0,0,0.040
35,1,0,2,0,3,0.046,0,0,0.046
36,1,0,2,0,1,0.021,0,0,0.021
37,1,0,2,0,0,0.010,0,0,0.010
38,1,0,2,0,4,0.056,0,0,0.056
39,1,0,2,0,4,0.065,0,0,0.065
40,1,0,2,0,1,0.021,0,0,0.021
41,1,0,2,0,0,0.010,0,0,0.010
42,1,0,2,0,3,0.042,0,0,0.042
43,1,0,2,0,1,0.021,0,0,0.021
44,1,0,2,0,0,0.010,0,0,0.010
45,1,0,2,0,0,0.010,0,0,0.010
46,0,0,1,0,0,0.000,0,0,0.000
47,0,0,1,0,0,0.000,0,0,0.000
48,1,0,2,0,0,0.015,0,0,0.015
49,1,0,2,0,3,0.055,0,0,0.055
50,1,0,2,0,4,0.052,0,0,0.052
51,1,0,2,0,1,0.025,0,0,0.025
52,0,0,1,0,0,0.000,0,0,0.000
53,3,1,2,2,7,0.038,0,1,0.067
54,1,0,2,0,0,0.010,0,0,0.010
55,0,0,1,0,0,0.000,0,0,0.000
56,1,0,2,0,3,0.050,0,0,0.050
57,1,0,2,0,12,0.153,0,0,0.153
58,1,0,2,0,8,0.098,0,0,0.098
59,71,34,29,145,461,0.112,24,9,0.499
60,1,0,2,0,0,0.015,0,0,0.015
61,3,1,3,1,4,0.029,1,0,0.031
62,1,0,2,0,11,0.142,0,0,0.142
63,1,0,2,0,8,0.111,0,0,0.111
64,1,0,2,0,0,0.010,0,0,0.010
65,1,0,2,0,1,0.025,0,0,0.025
66,0,0,1,0,0,0.000,0,0,0.000
67,1,0,2,0,1,0.025,0,0,0.025
68,0,0,1,0,0,0.000,0,0,0.000
69,1,0,2,0,0,0.010,0,0,0.010
70,0,0,1,0,0,0.000,0,0,0.000
71,1,0,2,0,6,0.086,0,0,0.086
72,3,1,3,4,22,0.116,1,0,0.197
