 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,0,0.015,0,0,0.015
2,0,0,1,0,0,0.000,0,0,0.000
3,1,0,2,0,1,0.021,0,0,0.021
4,1,0,2,0,10,0.132,0,0,0.132
5,1,0,2,0,17,0.213,0,0,0.213
6,1,0,2,0,1,0.021,0,0,0.021
7,1,0,2,0,7,0.096,0,0,0.096
8,1,0,2,0,1,0.025,0,0,0.025
9,1,0,2,0,9,0.126,0,0,0.126
10,1,0,2,0,0,0.015,0,0,0.015
11,1,0,2,0,13,0.167,0,0,0.167
12,1,0,2,0,4,0.065,0,0,0.065
13,0,0,1,0,0,0.000,0,0,0.000
14,1,0,2,0,0,0.015,0,0,0.015
15,1,0,2,0,6,0.082,0,0,0.082
16,1,0,2,0,0,0.010,0,0,0.010
17,1,0,2,0,19,0.226,0,0,0.226
18,1,0,2,0,1,0.025,0,0,0.025
19,1,0,2,0,0,0.010,0,0,0.010
20,1,0,2,0,0,0.010,0,0,0.010
21,1,0,2,0,2,0.040,0,0,0.040
22,1,0,2,0,1,0.025,0,0,0.025
23,1,0,2,0,0,0.010,0,0,0.010
24,1,0,2,0,4,0.056,0,0,0.056
25,3,1,3,3,10,0.064,1,0,0.115
26,1,0,2,0,0,0.015,0,0,0.015
27,1,0,2,0,0,0.010,0,0,0.010
28,0,0,1,0,0,0.000,0,0,0.000
29,1,0,2,0,0,0.010,0,0,0.010
30,1,0,2,0,4,0.061,0,0,0.061
31,0,0,1,0,0,0.000,0,0,0.000
32,1,0,2,0,0,0.010,0,0,0.010
33,1,0,2,0,1,0.025,0,0,0.025
34,1,0,2,0,0,0.015,0,0,0.015
35,5,2,4,7,55,0.151,2,0,0.366
36,0,0,1,0,0,0.000,0,0,0.000
37,1,0,2,0,1,0.025,0,0,0.025
38,0,0,1,0,0,0.000,0,0,0.000
39,1,0,2,0,3,0.055,0,0,0.055
40,1,0,2,0,4,0.061,0,0,0.061
41,1,0,2,0,2,0.040,0,0,0.040
42,1,0,2,0,10,0.132,0,0,0.132
43,1,0,2,0,0,0.010,0,0,0.010
44,15,7,7,18,109,0.109,5,2,0.251
45,1,0,2,0,1,0.021,0,0,0.021
46,1,0,2,0,0,0.010,0,0,0.010
47,1,0,2,0,0,0.010,0,0,0.010
48,0,0,1,0,0,0.000,0,0,0.000
49,1,0,2,0,4,0.061,0,0,0.061
