 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,16,8,8,25,93,0.097,8,0,0.207
2,1,0,2,0,0,0.015,0,0,0.015
3,1,0,2,0,11,0.147,0,0,0.147
4,1,0,2,0,1,0.025,0,0,0.025
5,20,10,9,35,148,0.118,9,1,0.315
6,1,0,2,0,2,0.036,0,0,0.036
7,1,0,2,0,3,0.046,0,0,0.046
8,1,0,2,0,0,0.010,0,0,0.010
9,1,0,2,0,0,0.010,0,0,0.010
10,1,0,2,0,9,0.104,0,0,0.104
11,1,0,2,0,0,0.010,0,0,0.010
12,0,0,1,0,0,0.000,0,0,0.000
13,1,0,2,0,0,0.010,0,0,0.010
14,1,0,2,0,1,0.025,0,0,0.025
15,1,0,2,0,0,0.015,0,0,0.015
16,1,0,2,0,1,0.021,0,0,0.021
17,1,0,2,0,1,0.025,0,0,0.025
18,1,0,2,0,0,0.015,0,0,0.015
19,0,0,1,0,0,0.000,0,0,0.000
20,25,12,13,40,175,0.110,11,1,0.281
21,6,2,5,8,37,0.101,1,1,0.207
22,1,0,2,0,4,0.065,0,0,0.065
23,0,0,1,0,0,0.000,0,0,0.000
24,0,0,1,0,0,0.000,0,0,0.000
25,3,1,2,2,9,0.047,0,1,0.121
26,5,2,4,4,27,0.084,2,0,0.136
27,0,0,1,0,0,0.000,0,0,0.000
28,1,0,2,0,2,0.036,0,0,0.036
29,3,1,3,4,1,0.024,1,0,0.025
30,13,5,8,26,74,0.104,2,3,0.265
31,1,0,2,0,1,0.025,0,0,0.025
32,0,0,1,0,0,0.000,0,0,0.000
33,1,0,2,0,3,0.055,0,0,0.055
34,1,0,2,0,0,0.015,0,0,0.015
35,1,0,2,0,0,0.010,0,0,0.010
36,1,0,2,0,0,0.010,0,0,0.010
37,1,0,2,0,0,0.015,0,0,0.015
38,1,0,2,0,0,0.010,0,0,0.010
39,1,0,2,0,2,0.044,0,0,0.044
40,1,0,2,0,0,0.010,0,0,0.010
41,1,0,2,0,3,0.046,0,0,0.046
42,1,0,2,0,0,0.015,0,0,0.015
43,1,0,2,0,2,0.036,0,0,0.036
44,1,0,2,0,17,0.226,0,0,0.226
45,1,0,2,0,5,0.075,0,0,0.075
46,0,0,1,0,0,0.000,0,0,0.000
47,1,0,2,0,0,0.015,0,0,0.015
48,1,0,2,0,1,0.021,0,0,0.021
49,1,0,2,0,1,0.025,0,0,0.025
50,0,0,1,0,0,0.000,0,0,0.000
51,1,0,2,0,0,0.010,0,0,0.010
52,0,0,1,0,0,0.000,0,0,0.000
53,0,0,1,0,0,0.000,0,0,0.000
54,1,0,2,0,6,0.086,0,0,0.086
55,0,0,1,0,0,0.000,0,0,0.000
56,1,0,2,0,2,0.036,0,0,0.036
57,0,0,1,0,0,0.000,0,0,0.000
58,1,0,2,0,1,0.021,0,0,0.021
59,0,0,1,0,0,0.000,0,0,0.000
60,1,0,2,0,0,0.010,0,0,0.010
61,0,0,1,0,0,0.000,0,0,0.000
62,1,0,2,0,0,0.010,0,0,0.010
63,1,0,2,0,2,0.040,0,0,0.040
64,1,0,2,0,4,0.065,0,0,0.065
65,1,0,2,0,8,0.111,0,0,0.111
66,1,0,2,0,1,0.025,0,0,0.025
67,0,0,1,0,0,0.000,0,0,0.000
68,1,0,2,0,0,0.010,0,0,0.010
69,0,0,1,0,0,0.000,0,0,0.000
70,1,0,2,0,3,0.050,0,0,0.050
71,1,0,2,0,8,0.120,0,0,0.120
72,1,0,2,0,2,0.031,0,0,0.031
73,1,0,2,0,4,0.061,0,0,0.061
74,1,0,2,0,9,0.126,0,0,0.126
75,1,0,2,0,1,0.025,0,0,0.025
76,1,0,2,0,0,0.010,0,0,0.010
77,0,0,1,0,0,0.000,0,0,0.000
78,1,0,2,0,1,0.021,0,0,0.021
79,0,0,1,0,0,0.000,0,0,0.000
