 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,1,0.025,0,0,0.025
2,1,0,2,0,2,0.036,0,0,0.036
3,1,0,2,0,0,0.010,0,0,0.010
4,1,0,2,0,14,0.169,0,0,0.169
5,1,0,2,0,1,0.021,0,0,0.021
6,0,0,1,0,0,0.000,0,0,0.000
7,1,0,2,0,4,0.065,0,0,0.065
8,1,0,2,0,0,0.015,0,0,0.015
9,1,0,2,0,1,0.021,0,0,0.021
10,1,0,2,0,0,0.010,0,0,0.010
11,1,0,2,0,0,0.010,0,0,0.010
12,1,0,2,0,1,0.029,0,0,0.029
13,1,0,2,0,1,0.025,0,0,0.025
14,5,2,4,8,39,0.117,2,0,0.219
15,1,0,2,0,12,0.153,0,0,0.153
16,1,0,2,0,2,0.044,0,0,0.044
17,3,1,3,1,17,0.077,1,0,0.165
18,1,0,2,0,0,0.010,0,0,0.010
19,1,0,2,0,6,0.090,0,0,0.090
20,1,0,2,0,0,0.010,0,0,0.010
21,1,0,2,0,0,0.010,0,0,0.010
22,0,0,1,0,0,0.000,0,0,0.000
23,0,0,1,0,0,0.000,0,0,0.000
24,0,0,1,0,0,0.000,0,0,0.000
25,1,0,2,0,1,0.021,0,0,0.021
26,1,0,2,0,1,0.025,0,0,0.025
27,1,0,2,0,0,0.015,0,0,0.015
28,1,0,2,0,0,0.010,0,0,0.010
29,1,0,2,0,0,0.010,0,0,0.010
30,1,0,2,0,6,0.086,0,0,0.086
31,3,1,3,4,1,0.025,1,0,0.040
32,1,0,2,0,6,0.094,0,0,0.094
33,1,0,2,0,2,0.031,0,0,0.031
34,1,0,2,0,2,0.031,0,0,0.031
35,1,0,2,0,0,0.010,0,0,0.010
36,1,0,2,0,0,0.015,0,0,0.015
37,1,0,2,0,1,0.025,0,0,0.025
38,1,0,2,0,1,0.025,0,0,0.025
39,1,0,2,0,9,0.126,0,0,0.126
40,1,0,2,0,0,0.015,0,0,0.015
41,1,0,2,0,3,0.046,0,0,0.046
42,1,0,2,0,0,0.010,0,0,0.010
43,1,0,2,0,7,0.101,0,0,0.101
44,1,0,2,0,25,0.327,0,0,0.327
45,1,0,2,0,1,0.025,0,0,0.025
46,1,0,2,0,1,0.025,0,0,0.025
