 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,6,0.082,0,0,0.082
2,1,0,2,0,2,0.036,0,0,0.036
3,1,0,2,0,0,0.010,0,0,0.010
4,1,0,2,0,1,0.021,0,0,0.021
5,3,1,3,3,22,0.110,1,0,0.203
6,1,0,2,0,0,0.010,0,0,0.010
7,3,1,3,3,19,0.096,1,0,0.128
8,0,0,1,0,0,0.000,0,0,0.000
9,4,2,2,6,34,0.135,2,0,0.189
10,21,11,7,31,130,0.099,9,2,0.471
11,3,1,3,3,13,0.068,1,0,0.092
12,1,0,2,0,1,0.021,0,0,0.021
13,1,0,2,0,8,0.107,0,0,0.107
14,1,0,2,0,2,0.040,0,0,0.040
15,1,0,2,0,0,0.010,0,0,0.010
16,1,0,2,0,1,0.025,0,0,0.025
17,1,0,2,0,1,0.021,0,0,0.021
18,0,0,1,0,0,0.000,0,0,0.000
19,1,0,2,0,2,0.036,0,0,0.036
20,0,0,1,0,0,0.000,0,0,0.000
21,0,0,1,0,0,0.000,0,0,0.000
22,0,0,1,0,0,0.000,0,0,0.000
23,1,0,2,0,1,0.021,0,0,0.021
24,0,0,1,0,0,0.000,0,0,0.000
25,1,0,2,0,2,0.036,0,0,0.036
26,1,0,2,0,6,0.086,0,0,0.086
27,1,0,2,0,2,0.036,0,0,0.036
28,28,15,10,44,235,0.124,14,1,0.300
29,0,0,1,0,0,0.000,0,0,0.000
30,0,0,1,0,0,0.000,0,0,0.000
31,1,0,2,0,0,0.015,0,0,0.015
32,1,0,2,0,4,0.056,0,0,0.056
33,0,0,1,0,0,0.000,0,0,0.000
34,1,0,2,0,4,0.056,0,0,0.056
35,1,0,2,0,0,0.010,0,0,0.010
36,1,0,2,0,2,0.036,0,0,0.036
37,1,0,2,0,0,0.010,0,0,0.010
38,1,0,2,0,8,0.098,0,0,0.098
39,1,0,2,0,1,0.021,0,0,0.021
40,1,0,2,0,0,0.010,0,0,0.010
41,1,0,2,0,4,0.061,0,0,0.061
